id,type,y_1991,y_1992,y_1993,y_1994,y_1995,y_1996,y_1997,y_1998,y_1999,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023,y_2024,y_2025,drainage
206,agrl3199,wwht,wwht,wwht,alfa,fesc_mgt,wwht,wwht,wwht,alfa,fesc_mgt,wwht,wwht,wwht,alfa,fesc_mgt,wwht,wwht,wwht,alfa,fesc_mgt,wwht,wwht,wwht,alfa,fesc_mgt,wwht,wwht,wwht,alfa,fesc_mgt,wwht,wwht,wwht,alfa,fesc_mgt,0
207,agrl3438,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,pota,wwht,fpea,wwht,trit,0
208,agrl3462,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,rye,alfa,buck,rye,buck,0
209,agrl3476,rye,alfa,oats_cc,rye,alfa,rye,alfa,oats_cc,rye,alfa,rye,alfa,oats_cc,rye,alfa,rye,alfa,oats_cc,rye,alfa,rye,alfa,oats_cc,rye,alfa,rye,alfa,oats_cc,rye,alfa,rye,alfa,oats_cc,rye,alfa,0
210,agrl3529,rye,barl,oats_cc,alfa,rye,rye,barl,oats_cc,alfa,rye,rye,barl,oats_cc,alfa,rye,rye,barl,oats_cc,alfa,rye,rye,barl,oats_cc,alfa,rye,rye,barl,oats_cc,alfa,rye,rye,barl,oats_cc,alfa,rye,0
211,agrl3627,rye,oats_cc,barl,oats_cc,barl,rye,oats_cc,barl,oats_cc,barl,rye,oats_cc,barl,oats_cc,barl,rye,oats_cc,barl,oats_cc,barl,rye,oats_cc,barl,oats_cc,barl,rye,oats_cc,barl,oats_cc,barl,rye,oats_cc,barl,oats_cc,barl,0
212,agrl3649,rye,oats_cc,oats_cc,oats_cc,berm,rye,oats_cc,oats_cc,oats_cc,berm,rye,oats_cc,oats_cc,oats_cc,berm,rye,oats_cc,oats_cc,oats_cc,berm,rye,oats_cc,oats_cc,oats_cc,berm,rye,oats_cc,oats_cc,oats_cc,berm,rye,oats_cc,oats_cc,oats_cc,berm,0
213,agrl3694,rye,oats_cc,oats_cc,wwht,trit,rye,oats_cc,oats_cc,wwht,trit,rye,oats_cc,oats_cc,wwht,trit,rye,oats_cc,oats_cc,wwht,trit,rye,oats_cc,oats_cc,wwht,trit,rye,oats_cc,oats_cc,wwht,trit,rye,oats_cc,oats_cc,wwht,trit,0
214,agrl3713,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,0
215,agrl3714,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,rye,oats_cc,rye,buck,rye,0
216,agrl3824,rye,rye,csil_cc,oats_cc,barl,rye,rye,csil_cc,oats_cc,barl,rye,rye,csil_cc,oats_cc,barl,rye,rye,csil_cc,oats_cc,barl,rye,rye,csil_cc,oats_cc,barl,rye,rye,csil_cc,oats_cc,barl,rye,rye,csil_cc,oats_cc,barl,0
217,agrl3851,rye,rye,oats_cc,rye,oats_cc,rye,rye,oats_cc,rye,oats_cc,rye,rye,oats_cc,rye,oats_cc,rye,rye,oats_cc,rye,oats_cc,rye,rye,oats_cc,rye,oats_cc,rye,rye,oats_cc,rye,oats_cc,rye,rye,oats_cc,rye,oats_cc,0
218,agrl3972,rye,trit,rye,oats_cc,fpea,rye,trit,rye,oats_cc,fpea,rye,trit,rye,oats_cc,fpea,rye,trit,rye,oats_cc,fpea,rye,trit,rye,oats_cc,fpea,rye,trit,rye,oats_cc,fpea,rye,trit,rye,oats_cc,fpea,0
219,agrl4024,trit,alfa,rye,oats_cc,barl,trit,alfa,rye,oats_cc,barl,trit,alfa,rye,oats_cc,barl,trit,alfa,rye,oats_cc,barl,trit,alfa,rye,oats_cc,barl,trit,alfa,rye,oats_cc,barl,trit,alfa,rye,oats_cc,barl,0
220,agrl4061,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,trit,barl,wwht,fpea,wwht,0
221,agrl4168,trit,fesc_mgt,fesc_mgt,trit,canp,trit,fesc_mgt,fesc_mgt,trit,canp,trit,fesc_mgt,fesc_mgt,trit,canp,trit,fesc_mgt,fesc_mgt,trit,canp,trit,fesc_mgt,fesc_mgt,trit,canp,trit,fesc_mgt,fesc_mgt,trit,canp,trit,fesc_mgt,fesc_mgt,trit,canp,0
222,agrl4171,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,trit,fpea,canp,barl,fpea,0
223,agrl4187,trit,oats_cc,buck,pota,pota,trit,oats_cc,buck,pota,pota,trit,oats_cc,buck,pota,pota,trit,oats_cc,buck,pota,pota,trit,oats_cc,buck,pota,pota,trit,oats_cc,buck,pota,pota,trit,oats_cc,buck,pota,pota,0
224,agrl4192,trit,oats_cc,canp,trit,pota,trit,oats_cc,canp,trit,pota,trit,oats_cc,canp,trit,pota,trit,oats_cc,canp,trit,pota,trit,oats_cc,canp,trit,pota,trit,oats_cc,canp,trit,pota,trit,oats_cc,canp,trit,pota,0
225,agrl4307,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,0
226,agrl4308,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,trit,rye,csil_cc,barl,trit,0
227,agrl4313,trit,rye,oats_cc,buck,rye,trit,rye,oats_cc,buck,rye,trit,rye,oats_cc,buck,rye,trit,rye,oats_cc,buck,rye,trit,rye,oats_cc,buck,rye,trit,rye,oats_cc,buck,rye,trit,rye,oats_cc,buck,rye,0
228,agrl4367,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,trit,trit,canp,trit,pota,0
229,agrl4418,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,trit,trit,trit,pota,barl,0
230,agrl4445,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,trit,trit,trit,wwht,canp,0
231,agrl4494,wwht,barl,canp,oats_cc,pota,wwht,barl,canp,oats_cc,pota,wwht,barl,canp,oats_cc,pota,wwht,barl,canp,oats_cc,pota,wwht,barl,canp,oats_cc,pota,wwht,barl,canp,oats_cc,pota,wwht,barl,canp,oats_cc,pota,0
232,agrl4531,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,0
233,agrl4532,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,wwht,canp,barl,trit,fpea,0
234,agrl4539,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,wwht,canp,pota,pota,fpea,0
235,agrl4549,wwht,canp,rye,oats_cc,oats_cc,wwht,canp,rye,oats_cc,oats_cc,wwht,canp,rye,oats_cc,oats_cc,wwht,canp,rye,oats_cc,oats_cc,wwht,canp,rye,oats_cc,oats_cc,wwht,canp,rye,oats_cc,oats_cc,wwht,canp,rye,oats_cc,oats_cc,0
236,agrl4553,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,wwht,canp,rye,rye,trit,0
237,agrl4566,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,wwht,canp,trit,trit,pota,0
238,agrl4749,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,wwht,trit,fpea,canp,wwht,0
239,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
240,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
241,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
242,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
243,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
244,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
245,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
246,urhd, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
247,agrl4811,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,0
248,agrl4815,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,0
249,agrl4816,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,pota,barl,fpea,oats_cc,wwht,0
250,agrl4826,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,0
251,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
252,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
253,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
254,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
255,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
256,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
257,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
258,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
259,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
260,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
261,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
262,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
263,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
264,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
265,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
266,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
267,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
268,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
269,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
270,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
271,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
272,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
273,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
274,agrl4849,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,0
275,agrl4850,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,canp,pota,wwht,canp,wwht,0
276,agrl4862,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,0
277,agrl4865,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,0
278,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
279,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
280,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
281,urld, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
282,urld, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
283,wehb, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
284,wehb, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
285,wetf, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
286,wetf, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
287,wetf, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32
288,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
289,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
290,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
291,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
292,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
293,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8
294,agrl4888_drn,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,alfa,alfa,alfa,fpea,alfa,9
295,agrl4938_drn,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,alfa,rye,barl,canp,fpea,9
296,agrl5027_drn,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,46
297,agrl5035_drn,buck,alfa,trit,trit,alfa,buck,alfa,trit,trit,alfa,buck,alfa,trit,trit,alfa,buck,alfa,trit,trit,alfa,buck,alfa,trit,trit,alfa,buck,alfa,trit,trit,alfa,buck,alfa,trit,trit,alfa,46
298,agrl5109_drn,fesc_mgt,fesc_mgt,fesc_mgt,berm,berm,fesc_mgt,fesc_mgt,fesc_mgt,berm,berm,fesc_mgt,fesc_mgt,fesc_mgt,berm,berm,fesc_mgt,fesc_mgt,fesc_mgt,berm,berm,fesc_mgt,fesc_mgt,fesc_mgt,berm,berm,fesc_mgt,fesc_mgt,fesc_mgt,berm,berm,fesc_mgt,fesc_mgt,fesc_mgt,berm,berm,46
299,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
300,agrl5168_drn,fesc_mgt,trit,fpea,pota,wwht,fesc_mgt,trit,fpea,pota,wwht,fesc_mgt,trit,fpea,pota,wwht,fesc_mgt,trit,fpea,pota,wwht,fesc_mgt,trit,fpea,pota,wwht,fesc_mgt,trit,fpea,pota,wwht,fesc_mgt,trit,fpea,pota,wwht,46
301,agrl5178_drn,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,fesc_mgt,fesc_mgt,fesc_mgt,berm,fesc_mgt,46
302,fesc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46
303,agrl5279_drn,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,oats_cc,46
304,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32
305,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
306,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
307,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32
308,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
309,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
310,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
311,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
312,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
313,frst, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9
314,agrl5596_drn,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,wwht,canp,wwht,pota,wwht,46
